node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,19,70,45
2|1,9,47,82
1*2|1,28,76,53
3|1,13,46,87
1*3|1,10,78,55
2*3|1,7,53,99
1*2*3|1,22,68,58
4|1,4,76,42
1*4|1,22,107,50
2*4|1,5,85,49
1*2*4|1,158,96,101
3*4|1,5,90,49
1*3*4|1,13,96,52
2*3*4|1,9,81,52
1*2*3*4|1,17,70,47
5|1,3,53,81
1*5|1,13,81,51
2*5|1,19,59,100
1*2*5|1,12,72,58
3*5|1,3,56,99
1*3*5|1,7,71,55
2*3*5|1,3,53,98
1*2*3*5|1,2,51,50
4*5|1,4,88,47
1*4*5|1,96,97,98
2*4*5|1,3,85,53
1*2*4*5|1,54,70,77
3*4*5|1,9,85,51
1*3*4*5|1,10,71,47
2*3*4*5|1,4,63,46
1*2*3*4*5|1,10,46,39
|2,0,0,65
1|2,35,81,42
2|2,7,47,81
3|2,271,82,44
4|2,60,115,33
3*4|2,39,117,29
5|2,1,53,81
2*5|2,11,59,98
|3,0,0,65
1|3,19,70,45
2|3,6,47,83
1*2|3,14,76,53
3|3,4,46,87
1*3|3,16,78,54
2*3|3,6,53,100
1*2*3|3,2,68,58
4|3,14,77,42
1*4|3,130,106,102
2*4|3,10,112,49
1*2*4|3,80,73,101
3*4|3,0,90,50
1*3*4|3,16,96,52
2*3*4|3,2,81,53
1*2*3*4|3,12,70,47
5|3,16,53,81
1*5|3,113,81,98
2*5|3,18,59,100
3*5|3,1,56,53
1*3*5|3,29,71,56
2*3*5|3,10,53,62
4*5|3,8,95,47
1*4*5|3,87,97,97
3*4*5|3,25,85,51
1*3*4*5|3,7,71,46
|4,0,0,65
1|4,14,70,44
2|4,10,49,83
1*2|4,14,81,53
3|4,7,46,87
1*3|4,2,78,54
2*3|4,0,53,99
1*2*3|4,13,70,58
4|4,4,77,42
1*4|4,89,106,102
2*4|4,24,95,49
1*2*4|4,90,95,101
3*4|4,15,89,50
1*3*4|4,14,96,52
2*3*4|4,7,83,53
1*2*3*4|4,16,70,47
5|4,9,59,81
1*5|4,51,81,98
3*5|4,23,61,98
1*3*5|4,37,71,99
4*5|4,73,93,97
1*4*5|4,22,97,96
3*4*5|4,103,84,97
1*3*4*5|4,58,71,77
|5,0,0,65
1|5,16,70,44
2|5,32,59,84
1*2|5,134,81,103
3|5,8,46,87
1*3|5,8,78,54
2*3|5,3,53,101
1*2*3|5,3,69,58
4|5,8,76,42
1*4|5,87,109,101
2*4|5,183,94,102
1*2*4|5,46,97,101
3*4|5,5,90,50
1*3*4|5,12,96,52
2*3*4|5,3,82,53
1*2*3*4|5,5,70,47
5|5,0,53,81
1*5|5,35,81,99
2*5|5,1,20,100
1*2*5|5,19,27,100
3*5|5,6,56,98
1*3*5|5,29,71,99
2*3*5|5,24,53,100
1*2*3*5|5,18,47,82
4*5|5,46,87,98
1*4*5|5,27,94,97
2*4*5|5,38,30,100
3*4*5|5,437,97,98
