node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,1,58,110
1*2|1,1,79,59
3|1,20,59,108
1*3|1,1,80,57
2*3|1,0,59,108
1*2*3|1,1,80,59
4|1,0,92,52
1*4|1,2,113,52
2*4|1,1,92,53
1*2*4|1,67,113,112
3*4|1,2,94,51
1*3*4|1,0,115,52
2*3*4|1,1,94,53
1*2*3*4|1,6,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,4,60,112
1*2*5|1,4,81,58
3*5|1,0,61,108
1*3*5|1,0,82,57
2*3*5|1,4,61,110
1*2*3*5|1,2,82,58
4*5|1,0,94,52
1*4*5|1,41,115,110
2*4*5|1,4,94,53
1*2*4*5|1,27,115,112
3*4*5|1,0,96,52
1*3*4*5|1,0,117,52
2*3*4*5|1,4,96,53
1*2*3*4*5|1,5,117,53
|2,0,0,109
1|2,89,81,55
2|2,1,58,109
3|2,529,82,55
4|2,264,115,43
3*4|2,81,117,30
5|2,0,60,108
2*5|2,0,60,110
|3,0,0,109
1|3,2,79,57
2|3,1,58,111
1*2|3,1,79,58
3|3,6,59,108
1*3|3,0,80,56
2*3|3,5,59,109
1*2*3|3,1,80,58
4|3,28,93,52
1*4|3,87,112,109
2*4|3,15,114,53
1*2*4|3,49,81,112
3*4|3,0,94,52
1*3*4|3,0,115,52
2*3*4|3,0,94,53
1*2*3*4|3,6,115,53
5|3,0,60,108
1*5|3,58,81,108
2*5|3,14,60,112
3*5|3,0,61,58
1*3*5|3,0,82,56
2*3*5|3,4,61,65
4*5|3,0,98,52
1*4*5|3,30,115,109
3*4*5|3,0,96,52
1*3*4*5|3,0,117,52
|4,0,0,109
1|4,0,79,57
2|4,2,59,111
1*2|4,1,81,58
3|4,12,59,108
1*3|4,0,80,57
2*3|4,0,59,108
1*2*3|4,3,82,58
4|4,6,93,52
1*4|4,77,112,109
2*4|4,2,95,53
1*2*4|4,53,115,112
3*4|4,0,93,52
1*3*4|4,0,115,52
2*3*4|4,2,96,53
1*2*3*4|4,7,117,53
5|4,0,60,108
1*5|4,17,81,108
3*5|4,0,61,108
1*3*5|4,19,82,108
4*5|4,65,93,108
1*4*5|4,2,115,108
3*4*5|4,105,95,108
1*3*4*5|4,92,116,109
|5,0,0,109
1|5,1,79,57
2|5,37,60,112
1*2|5,124,81,112
3|5,9,59,108
1*3|5,0,80,57
2*3|5,7,59,110
1*2*3|5,1,81,59
4|5,8,92,52
1*4|5,67,113,108
2*4|5,239,94,112
1*2*4|5,39,115,112
3*4|5,0,94,52
1*3*4|5,0,115,52
2*3*4|5,2,95,53
1*2*3*4|5,6,116,53
5|5,0,60,108
1*5|5,11,81,109
2*5|5,0,20,112
1*2*5|5,10,27,112
3*5|5,1,61,108
1*3*5|5,22,82,108
2*3*5|5,15,61,112
1*2*3*5|5,18,82,112
4*5|5,74,93,109
1*4*5|5,6,113,109
2*4*5|5,23,30,112
3*4*5|5,485,116,109
