node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,19,70,45
2|1,11,47,82
1*2|1,8,76,53
3|1,10,46,87
1*3|1,5,78,55
2*3|1,19,53,99
1*2*3|1,22,68,58
4|1,4,76,42
1*4|1,22,107,50
2*4|1,4,85,49
1*2*4|1,123,96,101
3*4|1,9,90,49
1*3*4|1,20,96,52
2*3*4|1,11,81,52
1*2*3*4|1,19,70,47
5|1,4,53,81
1*5|1,16,81,51
2*5|1,28,59,100
1*2*5|1,6,72,58
3*5|1,12,56,99
1*3*5|1,6,71,55
2*3*5|1,5,53,98
1*2*3*5|1,3,51,50
4*5|1,6,88,47
1*4*5|1,76,97,98
2*4*5|1,13,85,53
1*2*4*5|1,47,70,77
3*4*5|1,11,85,51
1*3*4*5|1,9,71,47
2*3*4*5|1,6,63,46
1*2*3*4*5|1,9,46,39
|2,0,0,65
1|2,15,81,42
2|2,6,47,81
3|2,122,82,44
4|2,17,115,33
3*4|2,18,117,29
5|2,1,53,81
2*5|2,11,59,98
|3,0,0,65
1|3,23,70,45
2|3,6,47,83
1*2|3,10,76,53
3|3,4,46,87
1*3|3,9,78,54
2*3|3,6,53,100
1*2*3|3,2,68,58
4|3,10,77,42
1*4|3,146,106,102
2*4|3,12,112,49
1*2*4|3,72,73,101
3*4|3,0,90,50
1*3*4|3,17,96,52
2*3*4|3,1,81,53
1*2*3*4|3,15,70,47
5|3,11,53,81
1*5|3,103,81,98
2*5|3,31,59,100
3*5|3,10,56,53
1*3*5|3,24,71,56
2*3*5|3,10,53,62
4*5|3,19,95,47
1*4*5|3,73,97,97
3*4*5|3,21,85,51
1*3*4*5|3,9,71,46
|4,0,0,65
1|4,14,70,44
2|4,10,49,83
1*2|4,11,81,53
3|4,6,46,87
1*3|4,4,78,54
2*3|4,0,53,99
1*2*3|4,9,70,58
4|4,4,77,42
1*4|4,96,106,102
2*4|4,21,95,49
1*2*4|4,77,95,101
3*4|4,19,89,50
1*3*4|4,17,96,52
2*3*4|4,5,83,53
1*2*3*4|4,15,70,47
5|4,9,59,81
1*5|4,65,81,98
3*5|4,36,61,98
1*3*5|4,63,71,99
4*5|4,91,93,97
1*4*5|4,24,97,96
3*4*5|4,108,84,97
1*3*4*5|4,89,71,77
|5,0,0,65
1|5,17,70,44
2|5,45,59,84
1*2|5,189,81,103
3|5,8,46,87
1*3|5,10,78,54
2*3|5,4,53,101
1*2*3|5,2,69,58
4|5,11,76,42
1*4|5,95,109,101
2*4|5,216,94,102
1*2*4|5,48,97,101
3*4|5,8,90,50
1*3*4|5,13,96,52
2*3*4|5,2,82,53
1*2*3*4|5,8,70,47
5|5,0,53,81
1*5|5,43,81,99
2*5|5,1,20,100
1*2*5|5,28,27,100
3*5|5,15,56,98
1*3*5|5,48,71,99
2*3*5|5,25,53,100
1*2*3*5|5,31,47,82
4*5|5,62,87,98
1*4*5|5,31,94,97
2*4*5|5,45,30,100
3*4*5|5,408,97,98
