node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,3,58,110
1*2|1,3,79,59
3|1,14,59,108
1*3|1,1,80,57
2*3|1,0,59,108
1*2*3|1,2,80,59
4|1,0,92,52
1*4|1,17,113,52
2*4|1,3,92,53
1*2*4|1,139,113,112
3*4|1,6,94,51
1*3*4|1,15,115,52
2*3*4|1,1,94,53
1*2*3*4|1,14,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,7,60,112
1*2*5|1,2,81,58
3*5|1,1,61,108
1*3*5|1,0,82,57
2*3*5|1,1,61,110
1*2*3*5|1,1,82,58
4*5|1,0,94,52
1*4*5|1,84,115,110
2*4*5|1,2,94,53
1*2*4*5|1,61,115,112
3*4*5|1,0,96,52
1*3*4*5|1,12,117,52
2*3*4*5|1,3,96,53
1*2*3*4*5|1,12,117,53
|2,0,0,109
1|2,12,81,55
2|2,1,58,109
3|2,199,82,55
4|2,41,115,43
3*4|2,19,117,30
5|2,0,60,108
2*5|2,0,60,110
|3,0,0,109
1|3,4,79,57
2|3,3,58,111
1*2|3,1,79,58
3|3,5,59,108
1*3|3,0,80,56
2*3|3,2,59,109
1*2*3|3,1,80,58
4|3,12,93,52
1*4|3,122,112,109
2*4|3,9,114,53
1*2*4|3,87,81,112
3*4|3,0,94,52
1*3*4|3,14,115,52
2*3*4|3,1,94,53
1*2*3*4|3,12,115,53
5|3,17,60,108
1*5|3,85,81,108
2*5|3,17,60,112
3*5|3,0,61,58
1*3*5|3,16,82,56
2*3*5|3,5,61,65
4*5|3,0,98,52
1*4*5|3,68,115,109
3*4*5|3,14,96,52
1*3*4*5|3,5,117,52
|4,0,0,109
1|4,0,79,57
2|4,6,59,111
1*2|4,2,81,58
3|4,10,59,108
1*3|4,0,80,57
2*3|4,0,59,108
1*2*3|4,3,82,58
4|4,6,93,52
1*4|4,88,112,109
2*4|4,3,95,53
1*2*4|4,59,115,112
3*4|4,0,93,52
1*3*4|4,6,115,52
2*3*4|4,3,96,53
1*2*3*4|4,15,117,53
5|4,0,60,108
1*5|4,33,81,108
3*5|4,0,61,108
1*3*5|4,40,82,108
4*5|4,44,93,108
1*4*5|4,2,115,108
3*4*5|4,106,95,108
1*3*4*5|4,54,116,109
|5,0,0,109
1|5,1,79,57
2|5,21,60,112
1*2|5,109,81,112
3|5,9,59,108
1*3|5,0,80,57
2*3|5,2,59,110
1*2*3|5,1,81,59
4|5,5,92,52
1*4|5,74,113,108
2*4|5,175,94,112
1*2*4|5,40,115,112
3*4|5,5,94,52
1*3*4|5,10,115,52
2*3*4|5,3,95,53
1*2*3*4|5,6,116,53
5|5,0,60,108
1*5|5,16,81,109
2*5|5,0,20,112
1*2*5|5,5,27,112
3*5|5,1,61,108
1*3*5|5,24,82,108
2*3*5|5,16,61,112
1*2*3*5|5,21,82,112
4*5|5,57,93,109
1*4*5|5,6,113,109
2*4*5|5,23,30,112
3*4*5|5,407,116,109
