node,intermediate_visits,in_degree,out_degree
|1,0,0,66
1|1,20,9,45
2|1,2,9,47
1*2|1,15,18,31
3|1,0,9,44
1*3|1,4,18,27
2*3|1,4,18,27
1*2*3|1,12,30,17
4|1,5,9,43
1*4|1,7,18,26
2*4|1,1,18,25
1*2*4|1,4,30,17
3*4|1,30,19,24
1*3*4|1,12,31,13
2*3*4|1,18,31,14
1*2*3*4|1,0,44,8
5|1,0,9,43
1*5|1,7,18,24
2*5|1,28,18,32
1*2*5|1,3,28,19
3*5|1,4,18,22
1*3*5|1,2,30,12
2*3*5|1,36,29,16
1*2*3*5|1,0,38,9
4*5|1,10,18,20
1*4*5|1,2,30,11
2*4*5|1,0,28,16
1*2*4*5|1,0,36,9
3*4*5|1,1,31,9
1*3*4*5|1,0,43,5
2*3*4*5|1,0,38,7
1*2*3*4*5|1,0,46,4
|2,0,0,66
1|2,344,33,43
2|2,5,9,44
3|2,802,63,44
4|2,777,61,29
3*4|2,1490,117,24
5|2,2,9,43
2*5|2,8,18,31
|3,0,0,66
1|3,16,9,45
2|3,4,9,48
1*2|3,3,18,31
3|3,0,9,44
1*3|3,12,18,27
2*3|3,4,18,27
1*2*3|3,2,30,17
4|3,761,10,43
1*4|3,158,18,26
2*4|3,178,19,29
1*2*4|3,1,29,17
3*4|3,5,19,24
1*3*4|3,0,30,13
2*3*4|3,0,30,15
1*2*3*4|3,0,43,8
5|3,0,9,43
1*5|3,34,33,24
2*5|3,9,18,32
3*5|3,5,18,22
1*3*5|3,8,53,12
2*3*5|3,5,29,16
4*5|3,21,33,20
1*4*5|3,1,51,11
3*4*5|3,9,53,9
1*3*4*5|3,1,71,5
|4,0,0,66
1|4,15,9,45
2|4,4,9,48
1*2|4,55,20,31
3|4,0,9,44
1*3|4,4,18,27
2*3|4,4,18,27
1*2*3|4,6,32,17
4|4,79,9,43
1*4|4,17,17,26
2*4|4,18,19,29
1*2*4|4,3,29,17
3*4|4,5,17,24
1*3*4|4,0,30,13
2*3*4|4,27,33,15
1*2*3*4|4,0,43,8
5|4,67,18,43
1*5|4,13,26,24
3*5|4,35,34,22
1*3*5|4,13,47,12
4*5|4,8,31,20
1*4*5|4,9,49,11
3*4*5|4,2,46,9
1*3*4*5|4,4,70,5
|5,0,0,66
1|5,18,9,45
2|5,14,9,48
1*2|5,2,18,31
3|5,0,9,44
1*3|5,9,18,27
2*3|5,10,18,27
1*2*3|5,0,30,17
4|5,55,9,43
1*4|5,8,18,26
2*4|5,5,18,29
1*2*4|5,2,30,17
3*4|5,5,19,24
1*3*4|5,20,31,13
2*3*4|5,16,31,15
1*2*3*4|5,0,44,8
5|5,0,9,43
1*5|5,11,18,24
2*5|5,6,15,32
1*2*5|5,3,26,19
3*5|5,2,18,22
1*3*5|5,1,30,12
2*3*5|5,9,28,16
1*2*3*5|5,0,38,9
4*5|5,4,17,20
1*4*5|5,12,48,11
2*4*5|5,0,26,16
3*4*5|5,99,96,9
