node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,2,40,80
1*2|1,3,56,43
3|1,0,40,78
1*3|1,1,56,41
2*3|1,0,40,78
1*2*3|1,4,56,43
4|1,0,67,38
1*4|1,6,83,38
2*4|1,1,67,39
1*2*4|1,76,83,82
3*4|1,0,67,37
1*3*4|1,11,83,38
2*3*4|1,1,67,39
1*2*3*4|1,6,83,39
5|1,0,42,78
1*5|1,0,58,40
2*5|1,4,42,82
1*2*5|1,2,58,42
3*5|1,10,42,78
1*3*5|1,1,58,41
2*3*5|1,7,42,80
1*2*3*5|1,2,58,42
4*5|1,0,69,38
1*4*5|1,43,85,80
2*4*5|1,4,69,39
1*2*4*5|1,26,85,82
3*4*5|1,1,69,38
1*3*4*5|1,0,85,38
2*3*4*5|1,1,69,39
1*2*3*4*5|1,4,85,39
|2,0,0,79
1|2,1,56,41
2|2,2,40,81
1*2|2,1,56,42
3|2,0,40,78
1*3|2,1,56,40
2*3|2,1,40,79
1*2*3|2,2,56,42
4|2,0,67,38
1*4|2,71,83,79
2*4|2,91,83,39
1*2*4|2,34,64,82
3*4|2,0,67,38
1*3*4|2,8,83,38
2*3*4|2,1,67,39
1*2*3*4|2,6,83,39
5|2,0,42,78
1*5|2,101,58,78
2*5|2,8,42,82
3*5|2,0,42,38
1*3*5|2,16,58,40
2*3*5|2,6,42,44
4*5|2,23,72,38
1*4*5|2,59,85,79
3*4*5|2,30,69,38
1*3*4*5|2,9,85,38
|3,0,0,79
1|3,0,56,41
2|3,31,42,82
1*2|3,126,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,1,40,80
1*2*3|3,6,57,43
4|3,0,67,38
1*4|3,85,83,78
2*4|3,221,69,82
1*2*4|3,59,85,82
3*4|3,0,67,38
1*3*4|3,9,83,38
2*3*4|3,11,68,39
1*2*3*4|3,3,84,39
5|3,0,42,78
1*5|3,10,58,79
2*5|3,0,18,82
1*2*5|3,5,23,82
3*5|3,1,42,78
1*3*5|3,66,58,78
2*3*5|3,12,42,82
1*2*3*5|3,57,58,82
4*5|3,50,69,79
1*4*5|3,23,85,79
2*4*5|3,16,25,82
3*4*5|3,736,85,79
