node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,17,49,31
2|1,11,33,58
1*2|1,19,55,38
3|1,4,30,61
1*3|1,13,54,39
2*3|1,3,36,71
1*2*3|1,20,49,42
4|1,7,54,30
1*4|1,24,77,36
2*4|1,2,62,36
1*2*4|1,119,72,73
3*4|1,3,63,35
1*3*4|1,22,71,38
2*3*4|1,5,59,38
1*2*3*4|1,22,54,34
5|1,11,37,57
1*5|1,6,58,36
2*5|1,42,42,73
1*2*5|1,12,52,42
3*5|1,14,38,71
1*3*5|1,5,51,39
2*3*5|1,7,37,71
1*2*3*5|1,1,39,36
4*5|1,7,64,34
1*4*5|1,82,73,72
2*4*5|1,4,63,39
1*2*4*5|1,62,55,56
3*4*5|1,11,62,37
1*3*4*5|1,12,55,34
2*3*4*5|1,5,48,34
1*2*3*4*5|1,10,37,28
|2,0,0,44
1|2,23,49,31
2|2,11,33,59
1*2|2,11,55,38
3|2,0,30,61
1*3|2,13,54,38
2*3|2,14,36,72
1*2*3|2,7,49,42
4|2,0,54,30
1*4|2,151,77,72
2*4|2,20,82,36
1*2*4|2,72,58,73
3*4|2,3,63,36
1*3*4|2,15,71,38
2*3*4|2,7,59,39
1*2*3*4|2,11,54,34
5|2,17,37,57
1*5|2,104,58,70
2*5|2,22,42,73
3*5|2,0,38,35
1*3*5|2,16,51,40
2*3*5|2,5,37,43
4*5|2,14,69,34
1*4*5|2,90,73,71
3*4*5|2,32,62,37
1*3*4*5|2,17,55,33
|3,0,0,44
1|3,16,49,30
2|3,44,42,60
1*2|3,128,58,75
3|3,1,30,61
1*3|3,1,54,38
2*3|3,4,36,73
1*2*3|3,5,50,42
4|3,0,54,30
1*4|3,76,79,71
2*4|3,172,69,74
1*2*4|3,64,73,73
3*4|3,11,63,36
1*3*4|3,13,71,38
2*3*4|3,7,60,39
1*2*3*4|3,9,54,34
5|3,7,37,57
1*5|3,56,58,71
2*5|3,8,18,73
1*2*5|3,25,23,73
3*5|3,24,38,70
1*3*5|3,83,51,72
2*3*5|3,14,37,73
1*2*3*5|3,55,37,59
4*5|3,93,64,70
1*4*5|3,44,72,71
2*4*5|3,32,25,73
3*4*5|3,469,73,71
