start,goal,net_add,net_del,net_temp,full_path,path,action,a_star_cost,a_star_ops,a_star_add,a_star_del,a_star_temp
|1,4*5*6|1,3,0,0,[|1]~~{(+4  5  6)}~~>[4*5*6|1],[|1]~>[4*5*6|1],{(+4  5  6)}~,13.0,1,3,0,0
|1,2*5*6*7|1,4,0,0,[|1]~~{(+2  5  6  7)}~~>[2*5*6*7|1],[|1]~>[2*5*6*7|1],{(+2  5  6  7)}~,14.0,1,4,0,0
|1,4*6*8|1,3,0,0,[|1]~~{(+4  6  8)}~~>[4*6*8|1],[|1]~>[4*6*8|1],{(+4  6  8)}~,13.0,1,3,0,0
|1,5*6*8*9|1,4,0,0,[|1]~~{(+5  6  8  9)}~~>[5*6*8*9|1],[|1]~>[5*6*8*9|1],{(+5  6  8  9)}~,14.0,1,4,0,0
|1,3*4*5*7*8*9|1,6,0,0,[|1]~~{(+3  4  5  7  8  9)}~~>[3*4*5*7*8*9|1],[|1]~>[3*4*5*7*8*9|1],{(+3  4  5  7  8  9)}~,16.0,1,6,0,0
|1,3*7*10|1,3,0,0,[|1]~~{(+3  7  10)}~~>[3*7*10|1],[|1]~>[3*7*10|1],{(+3  7  10)}~,13.0,1,3,0,0
|1,1*4*7*10|1,4,0,0,[|1]~~{(+1  4  7  10)}~~>[1*4*7*10|1],[|1]~>[1*4*7*10|1],{(+1  4  7  10)}~,14.0,1,4,0,0
|1,2*4*7*10|1,4,0,0,[|1]~~{(+2  4  7  10)}~~>[2*4*7*10|1],[|1]~>[2*4*7*10|1],{(+2  4  7  10)}~,14.0,1,4,0,0
|1,4*9*10|1,3,0,0,[|1]~~{(+4  9  10)}~~>[4*9*10|1],[|1]~>[4*9*10|1],{(+4  9  10)}~,13.0,1,3,0,0
|1,1*4*9*10|1,4,0,0,[|1]~~{(+1  4  9  10)}~~>[1*4*9*10|1],[|1]~>[1*4*9*10|1],{(+1  4  9  10)}~,14.0,1,4,0,0
|1,3*4*6*9*10|1,5,0,0,[|1]~~{(+3  4  6  9  10)}~~>[3*4*6*9*10|1],[|1]~>[3*4*6*9*10|1],{(+3  4  6  9  10)}~,15.0,1,5,0,0
|1,3*11|1,2,0,0,[|1]~~{(+3  11)}~~>[3*11|1],[|1]~>[3*11|1],{(+3  11)}~,12.0,1,2,0,0
|1,3*4*7*11|1,4,0,0,[|1]~~{(+3  4  7  11)}~~>[3*4*7*11|1],[|1]~>[3*4*7*11|1],{(+3  4  7  11)}~,14.0,1,4,0,0
|1,1*2*4*6*7*11|1,6,0,0,[|1]~~{(+1  2  4  6  7  11)}~~>[1*2*4*6*7*11|1],[|1]~>[1*2*4*6*7*11|1],{(+1  2  4  6  7  11)}~,16.0,1,6,0,0
|1,4*6*7*8*11|1,5,0,0,[|1]~~{(+4  6  7  8  11)}~~>[4*6*7*8*11|1],[|1]~>[4*6*7*8*11|1],{(+4  6  7  8  11)}~,15.0,1,5,0,0
|1,5*8*9*11|1,4,0,0,[|1]~~{(+5  8  9  11)}~~>[5*8*9*11|1],[|1]~>[5*8*9*11|1],{(+5  8  9  11)}~,14.0,1,4,0,0
|1,6*7*10*11|1,4,0,0,[|1]~~{(+6  7  10  11)}~~>[6*7*10*11|1],[|1]~>[6*7*10*11|1],{(+6  7  10  11)}~,14.0,1,4,0,0
1|1,6*7|1,,,,N/A,N/A,N/A,,,,,
1|1,3*4*5*8|1,,,,N/A,N/A,N/A,,,,,
1|1,2*6*8|1,,,,N/A,N/A,N/A,,,,,
1|1,4*6*9|1,,,,N/A,N/A,N/A,,,,,
1|1,1*2*4*5*6*9|1,5,0,0,[1|1]~~{(+2  4  5  6  9)}~~>[1*2*4*5*6*9|1],[1|1]~>[1*2*4*5*6*9|1],{(+2  4  5  6  9)}~,15.0,1,5,0,0
1|1,1*2*4*7*9|1,4,0,0,[1|1]~~{(+2  4  7  9)}~~>[1*2*4*7*9|1],[1|1]~>[1*2*4*7*9|1],{(+2  4  7  9)}~,14.0,1,4,0,0
1|1,3*4*5*8*9|1,5,1,0,[1|1]~~{(+5  7  10)}~~>[1*5*7*10|1]~~{(+9)(-1)}~~>[5*9*10|1]~~{(+3  4  8)}~~>[3*4*5*8*9|1],[1|1]~>[1*5*7*10|1]~>[5*9*10|1]~>[3*4*5*8*9|1],{(+5  7  10)}~{(+9)(-1)}~{(+3  4  8)}~,47.0,3,7,1,0
1|1,2*4*6*8*9|1,,,,N/A,N/A,N/A,,,,,
1|1,1*4*7*8*9|1,4,0,0,[1|1]~~{(+4  7  8  9)}~~>[1*4*7*8*9|1],[1|1]~>[1*4*7*8*9|1],{(+4  7  8  9)}~,14.0,1,4,0,0
1|1,1*2*4*6*7*10|1,5,0,0,[1|1]~~{(+2  4  6  7  10)}~~>[1*2*4*6*7*10|1],[1|1]~>[1*2*4*6*7*10|1],{(+2  4  6  7  10)}~,15.0,1,5,0,0
1|1,2*5*6*7*10|1,5,1,0,[1|1]~~{(+5  7  10)}~~>[1*5*7*10|1]~~{(+2  6)(-1)}~~>[2*5*6*7*10|1],[1|1]~>[1*5*7*10|1]~>[2*5*6*7*10|1],{(+5  7  10)}~{(+2  6)(-1)}~,35.0,2,5,1,0
1|1,6*11|1,,,,N/A,N/A,N/A,,,,,
