start,goal,net_add,net_del,net_temp,full_path,path,action,a_star_cost,a_star_ops,a_star_add,a_star_del,a_star_temp
|1,4*5*6|1,3,0,0,[|1]~~{(+6)}~~>[6|1]~~{(+4  5)}~~>[4*5*6|1],[|1]~>[6|1]~>[4*5*6|1],{(+6)}~{(+4  5)}~,30.200000000000003,2,3,0,0
|1,2*5*6*7|1,4,0,0,[|1]~~{(+6  7)}~~>[6*7|1]~~{(+2  5)}~~>[2*5*6*7|1],[|1]~>[6*7|1]~>[2*5*6*7|1],{(+6  7)}~{(+2  5)}~,40.2,2,4,0,0
|1,4*6*8|1,3,0,0,[|1]~~{(+6)}~~>[6|1]~~{(+4  8)}~~>[4*6*8|1],[|1]~>[6|1]~>[4*6*8|1],{(+6)}~{(+4  8)}~,30.200000000000003,2,3,0,0
|1,5*6*8*9|1,4,0,0,[|1]~~{(+6  8)}~~>[6*8|1]~~{(+5  9)}~~>[5*6*8*9|1],[|1]~>[6*8|1]~>[5*6*8*9|1],{(+6  8)}~{(+5  9)}~,40.2,2,4,0,0
|1,3*4*5*7*8*9|1,6,0,0,[|1]~~{(+4  5)}~~>[4*5|1]~~{(+7  9)}~~>[4*5*7*9|1]~~{(+3  8)}~~>[3*4*5*7*8*9|1],[|1]~>[4*5|1]~>[4*5*7*9|1]~>[3*4*5*7*8*9|1],{(+4  5)}~{(+7  9)}~{(+3  8)}~,60.300000000000004,3,6,0,0
|1,3*7*10|1,3,0,0,[|1]~~{(+7)}~~>[7|1]~~{(+3  10)}~~>[3*7*10|1],[|1]~>[7|1]~>[3*7*10|1],{(+7)}~{(+3  10)}~,30.200000000000003,2,3,0,0
|1,1*4*7*10|1,4,0,0,[|1]~~{(+1  4)}~~>[1*4|1]~~{(+7  10)}~~>[1*4*7*10|1],[|1]~>[1*4|1]~>[1*4*7*10|1],{(+1  4)}~{(+7  10)}~,40.2,2,4,0,0
|1,2*4*7*10|1,4,0,0,[|1]~~{(+2  4)}~~>[2*4|1]~~{(+7  10)}~~>[2*4*7*10|1],[|1]~>[2*4|1]~>[2*4*7*10|1],{(+2  4)}~{(+7  10)}~,40.2,2,4,0,0
|1,4*9*10|1,3,0,0,[|1]~~{(+4)}~~>[4|1]~~{(+9  10)}~~>[4*9*10|1],[|1]~>[4|1]~>[4*9*10|1],{(+4)}~{(+9  10)}~,30.200000000000003,2,3,0,0
|1,1*4*9*10|1,4,0,0,[|1]~~{(+1  4)}~~>[1*4|1]~~{(+9  10)}~~>[1*4*9*10|1],[|1]~>[1*4|1]~>[1*4*9*10|1],{(+1  4)}~{(+9  10)}~,40.2,2,4,0,0
